CourseCode,Department,Content-to-ILO,ILO-to-Content,# Chunks,# Outcomes,Year,Credits,Content Length
FIEP10,102,0.3764,0.6111,9,2,2023,7.5,87
JU626A,220,0.7818,0.6979,4,8,2019,15.0,93
FE6605,302,0.5579,0.5561,4,6,2016,7.5,130
RHA302,103,0.6825,0.7767,4,2,2019,7.5,45
NS2036,154,0.7756,0.8388,4,5,2022,7.5,52
FILO2G,102,0.6735,0.7272,7,6,2022,7.5,191
MI2004,485,0.6697,0.7363,10,8,2019,30.0,175
ABMNAA,172,0.7608,0.799,2,3,2022,7.5,36
AR8002,108,0.484,0.5718,4,1,2015,15.0,69
ML433U,323,0.6118,0.6248,2,2,2020,7.5,22
IB132N,323,0.7043,0.8195,10,4,2020,7.5,180
FE6619,302,0.8206,0.8279,2,5,2022,7.5,39
UB201M,318,0.7909,0.7233,3,6,2019,7.5,74
BL2036,460,0.827,0.698,1,5,2022,5.0,24
JU44AA,220,0.5916,0.6878,9,4,2019,15.0,105
JK0600,172,0.8069,0.5126,4,3,2023,7.5,102
JU90BB,220,0.4931,0.5718,7,3,2019,15.0,103
DA3012,403,0.6552,0.6894,9,5,2013,7.5,83
BAL355,158,0.8854,0.8612,2,3,2022,7.5,56
ABMGF1,172,0.8202,0.8309,3,4,2023,7.5,62
DA7058,403,0.447,0.6592,14,3,2021,15.0,128
GE8036,463,0.8369,0.8254,2,2,2022,7.5,38
PSMT53,308,0.7526,0.7884,3,1,2022,7.5,73
KG7204,304,0.798,0.8382,5,3,2021,15.0,98
PSSP06,308,0.6431,0.6493,5,5,2018,7.5,90
EC7411,305,0.6248,0.5598,3,3,2019,7.5,50
US157U,130,0.798,0.8175,11,9,2022,15.0,225
GG4043,464,0.8262,0.7752,1,3,2019,2.5,49
LIN022,153,0.8692,0.8311,4,3,2022,7.5,85
FE3232,302,0.8407,0.8104,7,6,2020,7.5,210
UCG110,306,0.7195,0.7538,4,3,2019,7.5,43
JO7033,120,0.6922,0.7545,4,4,2021,7.5,50
SV8004,320,0.7576,0.8239,6,6,2018,7.5,130
TVAFOM,106,0.6878,0.6954,3,4,2018,7.5,46
USS104,130,0.8557,0.8426,5,4,2023,7.5,79
PSPR20,308,0.7516,0.7477,8,6,2023,7.5,189
FK7065,402,0.8657,0.8146,4,4,2019,9.0,85
HVVUM3,130,0.7238,0.6761,5,8,2019,7.5,74
KG1307,304,0.6455,0.7101,4,1,2020,7.5,59
NS9006,154,0.5474,0.604,4,6,2020,30.0,51
MO1004,404,0.6695,0.7061,10,5,2007,7.5,61
ST4301,311,0.5995,0.717,3,3,2021,7.5,50
MT7040,403,0.7182,0.8416,4,4,2021,7.5,70
FV7331,120,0.3432,0.4305,4,2,2021,7.5,65
SLRM71,158,0.6058,0.5773,4,10,2022,15.0,79
MI4005,485,0.7918,0.7701,2,4,2014,7.5,60
SLRSU7,158,0.7509,0.7935,4,4,2012,7.5,46
EH6073,301,0.7439,0.6812,3,5,2017,7.5,65
HI8107,104,0.577,0.6091,3,2,2018,7.5,77
JU610K,220,0.6923,0.7283,8,9,2022,10.5,136
PH07A1,333,0.7874,0.7614,3,3,2023,2.5,44
GE5003,463,0.6718,0.7076,4,6,2007,7.5,55
FE4227,302,0.5661,0.5317,1,3,2019,7.5,13
SU7240,314,0.8903,0.8298,3,2,2019,7.5,43
RHA307,103,0.7405,0.7586,4,4,2022,7.5,49
MVKRIM,106,0.903,0.859,1,2,2019,7.5,15
JU671F,220,0.7912,0.7635,6,7,2023,7.5,152
MT7043,403,0.7107,0.7338,3,2,2022,7.5,39
HI8072,104,0.6405,0.6437,3,2,2019,7.5,68
FE5135,302,0.5682,0.7217,9,6,2023,7.5,167
TVPASM,106,0.7681,0.8416,3,4,2019,7.5,129
LIM022,153,0.7554,0.785,2,2,2021,7.5,69
JU701M,220,0.7149,0.698,4,5,2021,15.0,78
FK7063,402,0.6648,0.7094,6,8,2017,7.5,103
ML270N,323,0.821,0.6165,1,5,2021,7.5,30
JU680F,220,0.6734,0.7714,5,3,2023,7.5,77
LK6030,104,0.76,0.7726,9,9,2017,30.0,203
GE4001,463,0.7808,0.8166,7,5,2022,30.0,116
US191F,130,0.8042,0.7578,5,5,2018,7.5,98
JU707M,220,0.7466,0.6567,1,8,2021,15.0,41
IB652C,323,0.605,0.6299,5,5,2019,7.5,85
KV5250,106,0.6316,0.6254,4,5,2014,7.5,63
NS7085,154,0.3764,0.3922,2,3,2023,7.5,38
TVDMII,106,0.8801,0.9002,3,1,2022,7.5,56
US360G,130,0.7657,0.8452,12,7,2021,7.5,225
TTA608,154,0.8377,0.8377,2,2,2019,7.5,39
ML483N,323,0.6403,0.6836,5,7,2020,7.5,49
LVAN41,106,0.7337,0.7346,3,3,2020,7.5,66
GE5040,463,0.73,0.7203,5,5,2022,15.0,78
KSB999,165,0.7714,0.7542,4,4,2014,7.5,99
JO7022,120,0.6345,0.639,12,4,2018,30.0,191
AS1012,401,0.8253,0.5956,1,5,2019,7.5,52
GG4210,464,0.6779,0.6835,4,7,2019,7.5,45
FE1102,302,0.6036,0.6163,4,5,2018,7.5,79
IB441C,323,0.7186,0.7186,1,1,2019,7.5,59
MT5006,403,0.6003,0.5681,2,5,2007,7.5,45
TVDRAF,106,0.7231,0.7492,3,3,2015,7.5,39
TVERA1,106,0.8292,0.8624,4,3,2014,15.0,48
FE5826,302,0.7114,0.7304,5,6,2022,7.5,123
LIN631,153,0.6584,0.609,2,5,2019,15.0,35
JU438A,220,0.6904,0.6502,7,5,2019,15.0,124
ARL842,108,0.7581,0.6137,3,10,2017,15.0,64
LIN511,153,0.8414,0.8302,3,4,2019,7.5,61
BAL740,158,0.8653,0.8648,1,2,2022,7.5,21
FAF100,158,0.8489,0.8038,5,5,2019,7.5,100
EC7210,305,0.6463,0.7178,4,4,2017,7.5,47
US7EKF,130,0.8336,0.8014,5,7,2021,7.5,116
BL3005,460,0.5261,0.6474,6,3,2007,15.0,89
FE2633,302,0.7962,0.741,4,6,2017,7.5,107
FS1113,120,0.538,0.4715,2,4,2021,30.0,15
PEA406,306,0.8191,0.8548,5,3,2022,7.5,89
LITN01,153,0.7317,0.6435,3,4,2020,7.5,73
NSS302,154,0.5701,0.6168,18,4,2018,7.5,318
JU677M,220,0.6892,0.7652,17,5,2017,30.0,323
NS1106,154,0.753,0.751,5,4,2020,7.5,123
IB160N,323,0.7547,0.7211,5,7,2023,7.5,77
HVF31S,130,0.7165,0.7283,7,6,2021,15.0,166
MO1002,404,0.6065,0.6943,7,4,2007,7.5,26
JU664A,220,0.707,0.7258,9,6,2019,15.0,197
KZ7009,434,0.6709,0.72,7,5,2018,7.5,96
KSA406,165,0.5768,0.6613,6,5,2020,7.5,107
FK5022,402,0.6687,0.7972,11,6,2017,7.5,184
TVBTGN,106,0.8826,0.8083,2,3,2023,7.5,31
SV202F,320,0.5998,0.7488,4,4,2019,7.5,67
PS2KOG,308,0.784,0.6325,2,4,2022,7.5,49
RHA211,103,0.6484,0.7231,4,4,2021,7.5,76
ABMGF8,172,0.7583,0.8383,8,3,2023,7.5,284
HVDT03,130,0.7542,0.649,3,8,2018,15.0,81
MM7045,403,0.356,0.7049,9,1,2021,7.5,55
GE7086,463,0.5994,0.8125,7,3,2021,15.0,123
KSB011,165,0.7116,0.7311,5,8,2019,15.0,83
MO4004,404,0.6507,0.6741,8,6,2022,7.5,91
ENIP75,150,0.8018,0.7876,1,3,2019,7.5,56
PSPR48,308,0.7404,0.6678,1,6,2022,7.5,36
KV1000,106,0.6987,0.6458,3,3,2019,7.5,55
HA12FF,220,0.6713,0.6812,6,6,2023,15.0,109
USVF2H,130,0.671,0.6364,4,7,2020,7.5,50
KG7242,304,0.7753,0.7333,4,4,2019,15.0,67
FE3435,302,0.7027,0.8187,8,5,2023,7.5,139
JU369A,220,0.779,0.8125,7,7,2019,15.0,126
UCG40K,306,0.7583,0.8122,18,10,2020,22.5,351
PH10G1,333,0.7318,0.8054,14,5,2022,7.5,190
IB270U,323,0.6381,0.7106,4,4,2019,7.5,62
SA2051,309,0.5645,0.5005,2,5,2021,7.5,29
KB7015,431,0.8082,0.6395,2,4,2019,7.0,41
PR2551,302,0.7702,0.8199,8,6,2020,7.5,122
RHA206,103,0.5948,0.6191,2,2,2019,7.5,32
FK5029,402,0.636,0.598,8,6,2016,9.0,98
UM2301,130,0.8689,0.7769,2,5,2023,7.5,78
SAM212,309,0.5394,0.6589,3,5,2016,30.0,63
KN7001,431,0.6449,0.6845,5,4,2007,15.0,79
ES3SUM,165,0.6539,0.6739,8,9,2021,7.5,155
FE2641,302,0.6367,0.7312,8,6,2023,7.5,209
PR2522,302,0.6806,0.6086,6,6,2021,7.5,102
DA7060,403,0.4895,0.6476,12,3,2021,24.0,103
MT7028,403,0.5947,0.6401,7,6,2023,7.5,74
LAS106,165,0.7528,0.8275,4,3,2022,7.5,84
LIN432,153,0.793,0.6751,3,4,2019,7.5,39
LIN365,153,0.7869,0.7268,5,5,2023,7.5,114
TTA637,154,0.7678,0.8607,5,3,2022,7.5,78
LIN361,153,0.7339,0.6984,4,3,2023,7.5,63
FK8036,402,0.7735,0.664,2,7,2019,7.5,39
EH3102,301,0.6876,0.6948,12,10,2023,30.0,233
FE2631,302,0.6515,0.7428,8,6,2021,7.5,194
TVSCKR,106,0.7396,0.7985,4,3,2013,7.5,56
IT1LP2,165,0.7491,0.8058,13,10,2021,30.0,215
UQ424F,317,0.7553,0.7586,6,3,2014,7.5,111
TTA622,154,0.8249,0.8751,5,3,2019,7.5,75
BL2016,460,0.6246,0.6687,5,4,2023,15.0,88
KSA407,165,0.5896,0.675,7,5,2020,7.5,123
TYS10A,158,0.8016,0.8213,5,5,2022,7.5,108
MO8008,404,0.669,0.8293,9,3,2019,7.5,88
GE8029,463,0.7605,0.8272,5,4,2020,15.0,88
HVB3AN,130,0.702,0.7549,12,4,2022,7.5,167
JKA902,172,0.6447,0.5434,2,5,2018,7.5,48
UM303V,130,0.8136,0.8223,3,4,2023,7.5,90
HI8077,104,0.7219,0.6673,2,5,2020,7.5,57
UQ06MA,317,0.6719,0.7247,2,5,2016,7.5,33
JU251F,220,0.7645,0.7098,4,4,2020,3.5,67
MM1005,403,0.683,0.6663,2,2,2020,7.5,42
MI2008,485,0.7055,0.5619,2,3,2021,7.5,32
SAM210,309,0.6307,0.8027,6,4,2015,7.5,108
ITLIT1,165,0.8599,0.749,1,3,2021,7.5,17
USU3AK,130,0.7381,0.8134,8,3,2018,7.5,142
US250A,130,0.7468,0.7612,6,4,2019,7.5,83
IB467N,323,0.8587,0.6996,1,9,2023,7.5,76
GE3019,463,0.77,0.7711,4,5,2011,15.0,80
GE7077,463,0.8659,0.8954,4,2,2017,7.5,92
NS7031,154,0.3516,0.4426,6,3,2019,7.5,139
ES5503,165,0.7365,0.7747,4,4,2021,7.5,50
ENGECL,150,0.7689,0.774,4,3,2022,7.5,72
IH5228,106,0.6955,0.7457,3,3,2018,7.5,40
JU212L,220,0.6437,0.6742,21,7,2022,18.0,435
FE2103,302,0.6497,0.6969,5,6,2021,7.5,98
UB130F,318,0.7159,0.8047,5,3,2022,7.5,77
US271F,130,0.8414,0.8331,5,7,2023,7.5,71
ETG500,103,0.6908,0.6388,2,3,2020,7.5,49
FIPL21,102,0.6001,0.6482,3,1,2023,7.5,95
FI16N1,102,0.5519,0.7582,9,2,2012,7.5,101
YPG10F,306,0.8501,0.8611,4,4,2019,7.5,43
UB310Y,318,0.8302,0.8314,14,8,2019,12.0,335
NS1084,154,0.7374,0.7062,4,3,2018,7.5,48
FISRE0,102,0.5221,0.6445,7,2,2020,7.5,78
FK4026,402,0.6522,0.6771,9,10,2020,15.0,182
HV00DU,130,0.7327,0.7932,4,3,2022,3.0,110
IH1215,106,0.7277,0.7703,4,2,2017,7.5,68
ST4102,311,0.7676,0.6698,3,7,2021,7.5,74
ETA804,103,0.5443,0.6091,6,4,2020,7.5,70
SU7252,314,0.9238,0.8757,1,5,2022,7.5,64
UQ3SLY,317,0.7379,0.795,8,7,2018,15.0,159
EC2403,305,0.6091,0.6599,2,4,2012,7.5,44
HVRD01,130,0.7922,0.8078,5,3,2023,7.5,83
ARO842,108,0.8175,0.8175,1,1,2019,7.5,37
IH5227,106,0.772,0.7802,4,3,2018,7.5,71
ESCERV,165,0.7753,0.8084,2,3,2022,7.5,77
BL5019,460,0.7051,0.6891,2,4,2008,6.0,32
PEG104,306,0.6914,0.7551,5,3,2019,15.0,96
AN4316,108,0.6332,0.6761,4,3,2020,7.5,64
ENFO75,150,0.7534,0.8049,4,1,2013,7.5,61
JU268F,220,0.678,0.6031,4,6,2023,3.5,93
NS1052,154,0.7245,0.7699,4,3,2019,7.5,83
IB437C,323,0.5414,0.444,1,5,2019,7.5,19
ENPW75,150,0.6841,0.6621,2,3,2020,7.5,42
US631F,130,0.7069,0.8449,2,3,2015,7.5,44
KG2306,304,0.8179,0.723,3,5,2022,7.5,94
SLTKLO,158,0.8002,0.7038,4,4,2016,7.5,60
MI7014,485,0.7645,0.7796,6,5,2023,15.0,168
UB203M,318,0.8864,0.8401,5,4,2020,7.5,107
BKI001,318,0.8541,0.8541,2,2,2021,7.5,28
LIA739,153,0.7736,0.6069,1,5,2014,15.0,20
LIN227,153,0.801,0.8176,3,2,2020,7.5,83
MI8022,485,0.8079,0.7807,3,4,2020,7.5,55
KSB600,165,0.5796,0.697,7,7,2021,30.0,112
RHG502,103,0.6831,0.6943,5,4,2019,7.5,88
JU253F,220,0.5163,0.6877,3,5,2020,3.5,57
CH05DF,130,0.7812,0.722,4,3,2019,7.5,62
UCG124,306,0.8341,0.8748,5,3,2019,7.5,67
MT5019,403,0.6392,0.6227,2,5,2023,7.5,47
FR2KOS,165,0.7539,0.8303,13,7,2017,7.5,166
ENAR75,150,0.7946,0.6886,2,4,2018,7.5,44
PSTP35,308,0.791,0.5768,3,8,2020,25.0,39
EC2405,305,0.6625,0.5729,2,7,2022,7.5,69
UM7101,130,0.7429,0.7894,5,3,2012,10.0,97
US534F,130,0.762,0.8293,5,3,2019,7.5,65
GG4146,464,0.6268,0.8095,7,3,2019,7.5,26
LIT009,153,0.8432,0.798,2,3,2023,7.5,37
FE420U,302,0.7682,0.7232,5,6,2021,6.0,123
SVS013,320,0.7334,0.7615,5,6,2022,7.5,68
GG5007,464,0.6842,0.6844,6,7,2023,7.5,61
HI6400,104,0.7482,0.7475,10,8,2023,30.0,312
UM2033,130,0.7341,0.7608,5,3,2022,7.5,133
PSPR31,308,0.8511,0.6227,2,4,2021,7.5,34
LIN133,153,0.7413,0.8126,3,3,2019,7.5,46
LAS102,165,0.8049,0.6792,2,6,2022,7.5,58
UM8031,130,0.635,0.7999,4,4,2021,7.5,51
FE2632,302,0.6118,0.7053,5,6,2020,7.5,107
MM5014,403,0.7671,0.6828,1,4,2016,7.5,64
JU668A,220,0.7854,0.7011,4,9,2022,15.0,75
UQ202A,317,0.7217,0.8049,6,3,2011,7.5,81
ST4101,311,0.7676,0.6698,3,7,2020,7.5,74
JKA929,172,0.6719,0.741,5,3,2022,7.5,70
TVTRA2,106,0.7408,0.5787,3,3,2017,7.5,52
FE1402,302,0.7356,0.5949,1,5,2022,7.5,26
SLTJ1A,158,0.7775,0.8059,10,10,2022,15.0,146
US170H,130,0.8135,0.8285,15,9,2023,15.0,324
HVMA08,130,0.748,0.7606,3,2,2019,7.5,40
FAU302,158,0.6928,0.7605,8,5,2024,7.5,116
USVF2G,130,0.6711,0.6527,5,7,2019,7.5,66
GE4017,463,0.8192,0.849,8,6,2022,30.0,134
FE3136,302,0.774,0.808,5,5,2023,7.5,126
UB606Y,318,0.8509,0.8384,11,8,2020,11.5,248
BL1011,460,0.701,0.7177,7,5,2011,7.5,43
TYS20A,158,0.7727,0.774,5,3,2023,7.5,108
IB728B,323,0.6126,0.7745,3,3,2021,7.5,38
JU230L,220,0.7111,0.7327,9,8,2019,7.5,141
MV19KM,106,0.7448,0.8262,4,4,2017,7.5,65
LIT005,153,0.8039,0.8369,5,4,2021,7.5,87
NS7076,154,0.5011,0.5513,4,3,2019,7.5,81
KB8019,431,0.6726,0.6843,5,5,2022,7.5,84
BL4023,460,0.7013,0.6987,5,5,2022,15.0,126
BKI400,318,0.7218,0.7392,3,3,2023,7.5,65
ML305N,323,0.7307,0.6053,2,5,2020,7.5,48
LIN214,153,0.7759,0.7429,5,5,2021,7.5,114
HVÄU03,130,0.7521,0.78,6,3,2018,7.5,134
ES2303,165,0.7832,0.7514,5,5,2021,7.5,78
ES4302,165,0.7074,0.7197,3,4,2021,7.5,55
USS312,130,0.711,0.7885,4,3,2023,7.5,52
FE1205,302,0.7378,0.6493,4,6,2022,7.5,100
UCSY05,306,0.794,0.8786,5,3,2021,7.5,65
EC7410,305,0.4761,0.5902,6,2,2019,7.5,76
BKI300,318,0.8391,0.8391,2,2,2021,7.5,54
FE419U,302,0.7148,0.7485,4,5,2020,6.0,87
PSPR43,308,0.5332,0.5711,7,6,2022,7.5,92
SU1044,314,0.8302,0.7398,2,9,2022,7.5,85
JU222F,220,0.6691,0.7203,13,6,2019,3.5,275
ITLIH2,165,0.7547,0.7286,3,2,2021,7.5,28
BL7050,460,0.5985,0.6856,6,8,2016,15.0,97
SO7420,310,0.5389,0.5661,2,4,2022,7.5,31
UB456F,318,0.8253,0.7959,4,3,2020,7.5,70
LIM060,153,0.6717,0.6969,4,4,2022,30.0,83
BKFÖR2,318,0.8507,0.841,4,4,2022,7.5,75
MM5021,403,0.3787,0.4352,3,1,2019,7.5,22
JKA917,172,0.6475,0.6878,3,3,2022,7.5,51
IB272U,323,0.7203,0.6205,3,7,2019,7.5,40
JU732B,220,0.5895,0.6093,11,4,2019,15.0,193
LIN135,153,0.7974,0.774,5,4,2023,7.5,93
LVAK14,106,0.7076,0.7323,2,1,2020,7.5,49
FE6618,302,0.7319,0.8157,7,4,2022,7.5,204
JU640F,220,0.5319,0.6834,22,7,2019,15.0,373
PSPR06,308,0.6926,0.7188,4,5,2021,7.5,82
US963U,130,0.7457,0.7435,4,3,2019,7.5,62
ML484N,323,0.7186,0.61,2,6,2020,7.5,69
JU122A,220,0.7699,0.7754,2,2,2019,7.5,47
LVAK27,106,0.653,0.7866,4,1,2023,7.5,75
MM5024,403,0.6073,0.5838,3,7,2019,7.5,40
FE3429,302,0.7526,0.7641,3,6,2019,7.5,86
KA7010,434,0.781,0.7222,3,7,2018,15.0,57
JU215L,220,0.7378,0.6734,6,9,2023,7.5,156
KZ4007,485,0.7199,0.7296,7,6,2011,15.0,122
BL7034,460,0.8114,0.764,1,3,2012,10.0,34
AKA127,312,0.5377,0.7102,11,4,2021,7.5,145
RHA305,103,0.6242,0.6262,6,4,2019,7.5,69
FR1KPB,165,0.7682,0.8341,6,3,2022,7.5,154
ML412N,323,0.6654,0.6891,5,7,2018,7.5,55
UM3106,130,0.6682,0.7948,10,5,2019,30.0,391
EC7420,305,0.7511,0.7673,10,7,2019,7.5,129
PEA473,306,0.8762,0.8798,2,2,2020,7.5,53
GE5030,463,0.854,0.8379,1,3,2019,7.5,27
SLMSK7,158,0.5264,0.7842,4,3,2014,7.5,45
UM8047,130,0.8502,0.8502,3,3,2022,7.5,99
JU703M,220,0.7061,0.5867,3,5,2024,15.0,79
JU225H,220,0.5665,0.695,28,5,2024,6.0,578
JKB441,172,0.7079,0.7093,7,6,2020,22.5,140
PH15A0,333,0.7263,0.8038,11,5,2022,7.5,205
KZ8019,434,0.6479,0.6653,6,5,2021,7.5,113
AN1225,108,0.7241,0.7685,7,4,2021,15.0,105
BA2161,158,0.7798,0.8006,3,3,2020,7.5,46
US93VU,130,0.6861,0.6844,5,9,2021,15.0,67
VPG060,306,0.8656,0.8734,3,3,2023,7.5,39
UCG011,306,0.8179,0.8435,3,2,2021,7.5,32
AS7015,401,0.7998,0.7735,3,2,2019,7.5,46
AN1208,108,0.6948,0.7241,4,3,2012,7.5,95
FE3331,302,0.7241,0.7161,4,5,2014,7.5,110
FIFL10,102,0.6472,0.6067,6,10,2021,7.5,154
UB207A,318,0.7553,0.7612,6,5,2022,7.5,87
NS1143,154,0.8643,0.682,2,3,2023,7.5,40
DA7057,403,0.494,0.6377,14,3,2021,12.0,126
MO8001,404,0.5086,0.6917,17,3,2013,15.0,131
GG5105,464,0.7009,0.7909,12,8,2014,15.0,84
SV011F,320,0.6586,0.6462,3,4,2023,3.0,36
KO7015,434,0.6603,0.6601,6,10,2022,7.5,120
SVE011,320,0.7723,0.6962,4,3,2024,7.5,57
UE2097,318,0.7205,0.7505,4,5,2019,15.0,37
GE2016,463,0.7495,0.7627,9,8,2020,30.0,178
ST721A,311,0.7195,0.7251,4,4,2014,7.5,81
BAL999,158,0.7791,0.6351,2,4,2014,30.0,48
BL0002,460,0.6203,0.6944,12,7,2022,8.0,191
UM8050,130,0.6733,0.7276,4,2,2022,6.0,80
HVDK08,130,0.7846,0.7734,3,5,2019,15.0,109
PEA455,306,0.8078,0.7807,2,3,2019,7.5,67
SVE014,320,0.8705,0.8211,3,5,2022,7.5,67
TVKUNÄ,106,0.7411,0.7347,3,2,2021,7.5,51
PEA401,306,0.8809,0.8659,4,4,2018,7.5,74
HVÄ02U,130,0.8722,0.8113,5,6,2019,7.5,98
JUU201,220,0.6941,0.7461,7,4,2019,2.5,103
JU632B,220,0.7214,0.749,9,6,2019,15.0,190
SV7017,320,0.7246,0.7871,4,5,2019,7.5,90
BL7071,460,0.8189,0.6685,6,5,2023,7.5,122
US862U,130,0.7975,0.8223,5,4,2020,7.5,87
FE3250,302,0.7358,0.7754,4,6,2020,3.0,100
JUL104,220,0.6924,0.747,7,4,2019,2.5,103
IT1UL1,165,0.7775,0.8058,12,10,2021,30.0,199
US9V1U,130,0.7187,0.6392,4,7,2020,7.5,60
JKA923,172,0.7079,0.6456,3,4,2023,7.5,50
HI1332,104,0.7269,0.7079,16,6,2016,15.0,195
EC2301,305,0.6968,0.7644,5,3,2015,7.5,98
NS7077,154,0.4756,0.4832,3,3,2023,7.5,40
FE415U,302,0.7775,0.8947,3,5,2020,3.0,67
MT7031,403,0.5645,0.7297,2,3,2019,7.5,30
USVF1Ä,130,0.7118,0.6367,3,7,2019,7.5,45
FE4128,302,0.7008,0.6895,4,3,2017,7.5,69
LA7101,165,0.6951,0.7786,4,3,2021,7.5,71
KO7001,434,0.593,0.5847,6,7,2007,15.0,87
EH6098,301,0.762,0.7285,4,5,2018,15.0,86
PS2MET,308,0.7068,0.7348,6,6,2022,7.5,124
TTA623,154,0.7441,0.7708,6,3,2019,7.5,95
MT8003,403,0.6137,0.6678,6,6,2019,7.5,57
PSMT52,308,0.6773,0.7875,6,4,2022,7.5,97
RHA304,103,0.7695,0.678,3,4,2021,7.5,60
KZ8010,434,0.7052,0.7653,7,6,2015,7.5,146
PSPR01,308,0.8096,0.8791,6,4,2023,7.5,110
PSPR13,308,0.755,0.7659,4,4,2021,7.5,98
MM8015,403,0.7345,0.7793,3,3,2019,7.5,54
EH1411,301,0.6705,0.7253,13,5,2023,30.0,329
FV1025,120,0.8129,0.8277,3,3,2019,15.0,84
CH01LL,130,0.6572,0.7032,4,5,2019,15.0,143
UM7103,130,0.9181,0.8264,2,3,2014,7.5,84
USS203,130,0.8595,0.8707,4,3,2020,7.5,62
SU7229,314,0.913,0.8396,1,3,2022,7.5,60
HVTEAN,130,0.7542,0.8197,9,4,2020,7.5,157
HV07KS,130,0.8673,0.7724,2,4,2020,7.5,31
SU7243,314,0.935,0.935,6,6,2022,7.5,99
PSPR09,308,0.7535,0.7543,5,6,2021,7.5,105
PE02AN,306,0.8541,0.8468,3,3,2023,7.5,51
GV7301,103,0.5464,0.5904,3,3,2022,7.5,29
ENLM75,150,0.8028,0.7307,5,4,2024,7.5,87
LIN355,153,0.7869,0.7268,5,5,2021,7.5,114
JO7029,120,0.7471,0.7804,2,2,2021,7.5,50
ENEP75,150,0.7031,0.7304,5,3,2019,7.5,120
SOB701,310,0.6406,0.663,12,10,2019,7.5,193
IH1220,106,0.8259,0.8338,2,3,2023,7.5,37
ABMGF9,172,0.6957,0.7714,8,4,2023,7.5,275
ARL835,108,0.6468,0.8101,2,1,2019,7.5,42
SVS002,320,0.7028,0.701,12,6,2022,30.0,290
SLFPOL,158,0.8547,0.8006,3,4,2018,7.5,83
RHG513,103,0.8246,0.8377,3,1,2023,7.5,53
RHG512,103,0.6666,0.7379,6,3,2021,7.5,123
ARKN16,108,0.6025,0.6872,11,9,2018,7.5,197
USVF1T,130,0.6646,0.6097,4,7,2022,7.5,65
JU269F,220,0.7291,0.7587,6,4,2023,3.5,112
MT5012,403,0.6055,0.5939,2,4,2017,7.5,32
FE5127,302,0.6734,0.6592,5,6,2023,7.5,109
UCG03U,306,0.8139,0.7339,2,6,2022,7.5,34
BL7045,460,0.6914,0.6047,1,4,2015,15.0,28
TTA700,154,0.5486,0.501,2,4,2021,5.0,46
UB441F,318,0.7265,0.7013,4,5,2019,7.5,57
AS7008,401,0.7241,0.6135,1,4,2019,7.5,21
US113G,130,0.8526,0.8057,8,10,2023,15.0,251
JU223L,220,0.6941,0.8254,12,5,2022,6.0,245
US871U,130,0.8414,0.8331,5,7,2023,7.5,71
JKA924,172,0.7382,0.7872,3,4,2023,7.5,56
PS1101,308,0.8014,0.8975,6,3,2023,7.5,99
UB126F,318,0.7553,0.6722,4,8,2023,15.0,156
UB214A,318,0.7603,0.7628,6,5,2022,7.5,93
UB001U,318,0.8445,0.7697,3,6,2023,7.5,52
FE1304,302,0.7304,0.6542,3,6,2022,7.5,50
NSS303,154,0.5923,0.6109,5,4,2019,15.0,97
JU699M,220,0.6098,0.693,11,6,2021,15.0,227
ABMETH,172,0.5717,0.5731,5,6,2021,7.5,100
AS8001,401,0.8143,0.691,2,4,2019,7.5,83
JKB552,172,0.7288,0.6818,9,6,2017,22.5,145
BL8059,460,0.7513,0.8166,4,3,2016,7.5,70
FR3KIK,165,0.6839,0.7959,3,3,2019,7.5,40
LIN352,153,0.6706,0.732,5,3,2022,7.5,70
BL7058,460,0.724,0.7428,3,4,2020,7.5,82
LIN341,153,0.7627,0.7292,3,4,2019,7.5,67
BL7012,460,0.7468,0.8353,6,4,2008,15.0,117
ML463C,323,0.8107,0.6683,1,6,2016,7.5,44
JU267F,220,0.7689,0.7686,7,9,2023,3.5,174
KV5260,106,0.6735,0.5584,2,5,2017,30.0,23
FE5236,302,0.5502,0.5959,14,6,2021,7.5,309
UB34VY,318,0.7869,0.6594,3,8,2018,6.0,58
MI7018,485,0.4807,0.7845,10,3,2020,7.5,80
ENKLN5,150,0.5052,0.5157,3,4,2014,15.0,38
IT230A,165,0.771,0.7068,9,9,2023,30.0,177
FE4434,302,0.6204,0.6699,5,6,2021,7.5,96
MI8017,485,0.8237,0.7851,2,4,2020,7.5,86
ST5101,311,0.6995,0.7528,5,4,2021,7.5,72
PO5503,165,0.7277,0.7905,4,4,2023,7.5,50
DA3004,403,0.5672,0.677,15,7,2009,7.5,108
BL2025,460,0.7772,0.613,2,2,2017,15.0,57
ML731N,323,0.6552,0.6192,1,2,2023,15.0,77
LA4415,165,0.6778,0.666,5,10,2021,30.0,98
FAB220,158,0.7759,0.8086,13,6,2018,15.0,233
FE6603,302,0.7237,0.6078,5,10,2016,7.5,181
LV2000,106,0.7127,0.7353,9,10,2022,30.0,152
UM5006,130,0.6575,0.6606,4,7,2022,7.5,73
NS7084,154,0.5061,0.5369,4,3,2019,7.5,96
KZ7104,434,0.5958,0.732,5,2,2023,5.0,92
UB16VU,318,0.8258,0.8036,9,8,2021,10.0,193
ITK15A,165,0.5402,0.6379,3,5,2018,15.0,40
CTS112,154,0.7889,0.7523,2,2,2023,7.5,32
UB15VU,318,0.8198,0.8771,4,3,2021,5.0,70
